Arrest Date,Time,Area Name,Age,Sex Code,Descent Code,Arrest Type Code,Charge Description,latitude,longitude,loja_0.5_milha,loja_1_milha,escola_0.5_milha,escola_1_milha
2016-02-13,400.0,West Valley,36,M,O,F,transport/sell/furnish/etc marijuana,34.1558,-118.4775,0,2,0,2
2016-02-16,2215.0,Hollywood,24,M,B,F,possession marijuana for sale,34.1016,-118.3333,8,12,2,5
2016-02-11,1845.0,Newton,32,M,B,F,possession marijuana for sale,33.9834,-118.2695,2,4,2,12
2016-02-11,1545.0,Rampart,28,M,H,I,possess 28.5 grams or less of marijuana,34.0424,-118.281,0,7,5,20
2016-02-12,2350.0,Van Nuys,20,F,H,F,possession marijuana for sale,34.2001,-118.4542,0,2,2,11
2016-02-11,940.0,Olympic,13,M,H,F,possession marijuana for sale,34.0509,-118.2937,2,8,3,21
2016-02-17,1500.0,West LA,36,M,O,F,possession marijuana for sale,34.0507,-118.4345,5,10,2,4
2016-02-17,1420.0,West LA,41,M,W,F,possession marijuana for sale,34.0507,-118.4345,5,10,2,4
2016-02-19,1100.0,Mission,17,M,H,F,possession marijuana for sale,34.306,-118.4413,0,1,3,7
2016-02-21,345.0,77th Street,16,F,H,F,possession marijuana for sale,33.9747,-118.2838,0,2,4,13
2016-02-19,1355.0,Mission,26,M,H,F,possession marijuana for sale,34.2288,-118.4655,0,0,4,14
2016-02-22,1920.0,West LA,43,F,H,F,possession marijuana for sale,34.0345,-118.43799999999999,2,10,3,6
2016-02-22,1320.0,Van Nuys,20,M,B,I,possess 28.5 grams or less of marijuana,34.1802,-118.4487,1,2,0,6
2016-02-17,1450.0,Topanga,24,M,H,F,possession marijuana for sale,34.1916,-118.5867,0,2,1,4
2016-02-22,1145.0,Foothill,23,M,H,F,transport/sell/furnish/etc marijuana,34.2674,-118.4304,0,0,1,4
2016-02-21,1100.0,Central,38,M,B,F,transport/sell/furnish/etc marijuana,34.0449,-118.2458,9,19,0,5
2016-02-19,1005.0,Mission,19,M,H,F,possession marijuana for sale,34.306,-118.4413,0,1,3,7
2016-02-17,1840.0,Southwest,20,F,B,F,transport/sell/furnish/etc marijuana,34.0102,-118.3351,0,0,1,7
2016-02-23,1455.0,Central,55,M,B,F,transport/sell/furnish/etc marijuana,34.0485,-118.2513,9,18,2,9
2016-02-19,1800.0,Southeast,25,M,B,F,possession marijuana for sale,33.9297,-118.2335,0,0,2,8
2016-02-18,1640.0,Foothill,28,M,H,F,possession marijuana for sale,34.2368,-118.3681,1,1,1,3
2016-02-17,1420.0,West LA,25,F,H,F,possession marijuana for sale,34.0507,-118.4345,5,10,2,4
2016-02-18,2100.0,Rampart,28,M,H,F,possession marijuana for sale,34.0873,-118.296,0,6,3,11
2016-02-17,1840.0,Southwest,62,F,W,F,transport/sell/furnish/etc marijuana,34.0102,-118.3351,0,0,1,7
2016-02-26,1705.0,Hollywood,19,M,B,F,transport/sell/furnish/etc marijuana,34.0886,-118.3027,3,6,2,14
2016-02-26,1630.0,Pacific,64,M,B,M,give/transport/etc < 28.5 grams marijuana,33.9913,-118.4775,2,7,1,2
2016-02-26,815.0,Olympic,32,M,B,F,possession marijuana for sale,34.0726,-118.3029,4,9,4,15
2016-02-26,2110.0,Olympic,51,M,B,F,possession marijuana for sale,34.0763,-118.3045,2,9,4,9
2016-02-27,1955.0,West Valley,50,M,W,F,possession marijuana for sale,34.1621,-118.5172,1,1,0,3
2016-02-25,1900.0,Southwest,23,M,B,F,transport/sell/furnish/etc marijuana,34.0217,-118.3723,3,7,2,2
2016-02-29,1200.0,Harbor,16,M,H,F,transport/sell/furnish/etc marijuana,33.8684,-118.2969,0,2,2,3
2016-02-25,1655.0,Pacific,30,M,B,F,transport/sell/furnish/etc marijuana,33.9933,-118.4765,2,7,1,3
2016-02-26,2320.0,Olympic,22,M,B,F,possession marijuana for sale,34.0672,-118.3047,5,8,2,15
2016-02-25,1900.0,Southwest,38,M,B,F,transport/sell/furnish/etc marijuana,34.0217,-118.3723,3,7,2,2
2016-02-27,1835.0,Newton,21,M,H,F,possession marijuana for sale,33.9786,-118.2761,1,3,4,12
2016-02-26,1755.0,Newton,28,M,B,F,possession marijuana for sale,34.0221,-118.2519,2,10,1,16
2016-02-23,1955.0,Southwest,24,M,B,F,transport/sell/furnish/etc marijuana,34.0256,-118.3439,0,3,4,9
2016-02-26,815.0,Olympic,27,M,B,F,possession marijuana for sale,34.0726,-118.3029,4,9,4,15
2016-02-27,2000.0,Hollywood,16,M,H,I,possess 28.5 grams or less of marijuana,34.0863,-118.3051,4,5,2,11
2016-02-25,1915.0,N Hollywood,18,M,H,F,transport/sell/furnish/etc marijuana,34.17,-118.3743,5,7,2,7
2016-02-29,1340.0,Central,45,M,B,F,transport/sell/furnish/etc marijuana,34.0446,-118.245,8,18,0,5
2016-02-26,1540.0,Pacific,45,M,H,F,possession marijuana for sale,34.0183,-118.4289,0,0,1,6
2016-02-28,840.0,West LA,36,M,H,M,poss of more than 28.5 grams of marijuana,34.0437,-118.443,1,9,1,5
2016-02-24,1830.0,Topanga,62,M,W,F,possession marijuana for sale,34.1883,-118.6368,0,0,1,7
2016-02-25,815.0,Mission,25,M,H,F,possession marijuana for sale,34.2184,-118.4698,0,2,0,7
2016-02-24,1930.0,Southwest,32,M,B,F,possession marijuana for sale,34.0326,-118.3451,1,5,3,9
2016-02-24,1830.0,Topanga,32,M,W,F,possession marijuana for sale,34.1883,-118.6368,0,0,1,7
2016-03-03,1700.0,Van Nuys,41,M,O,F,possession marijuana for sale,34.1831,-118.4523,2,2,2,8
2016-03-06,1200.0,77th Street,67,M,B,F,possession marijuana for sale,34.0001,-118.3067,0,2,4,14
2016-03-01,1505.0,Foothill,20,F,W,F,transport/sell/furnish/etc marijuana,34.2291,-118.2978,0,0,0,0
2016-02-29,1340.0,Central,65,M,B,F,transport/sell/furnish/etc marijuana,34.0387,-118.2335,2,11,2,6
2016-03-02,1925.0,Hollywood,27,M,O,F,possession marijuana for sale,34.0908,-118.3109,2,6,6,10
2016-03-02,900.0,Southwest,38,M,W,F,unlawfully plant/cultivate/etc marijuana,34.0276,-118.3229,0,2,3,11
2016-03-05,100.0,Wilshire,31,M,H,M,poss of more than 28.5 grams of marijuana,34.0377,-118.3631,1,8,2,7
2016-03-01,1400.0,Foothill,27,M,B,F,transport/sell/furnish/etc marijuana,34.2291,-118.2978,0,0,0,0
2016-03-02,2355.0,Van Nuys,47,M,W,M,poss of more than 28.5 grams of marijuana,34.1564,-118.4422,1,4,0,3
2016-03-01,1900.0,Pacific,33,M,B,F,transport/sell/furnish/etc marijuana,33.9451,-118.3972,0,1,0,0
2016-03-01,215.0,West Valley,29,M,W,F,possession marijuana for sale,34.1866,-118.5535,0,0,1,6
2016-03-03,1525.0,Rampart,39,M,W,F,transport/sell/furnish/etc marijuana,34.08,-118.2881,0,3,5,15
2016-03-01,215.0,West Valley,33,F,W,F,possession marijuana for sale,34.1866,-118.5535,0,0,1,6
2016-03-01,1900.0,Pacific,25,M,B,F,transport/sell/furnish/etc marijuana,33.9451,-118.3972,0,1,0,0
2016-03-01,1505.0,Foothill,22,M,H,F,transport/sell/furnish/etc marijuana,34.2291,-118.2978,0,0,0,0
2016-03-10,520.0,Southeast,25,F,H,F,possession marijuana for sale,33.9392,-118.2781,0,2,3,14
2016-03-11,1300.0,Hollenbeck,35,M,H,F,possession marijuana for sale,34.0512,-118.2093,1,2,2,14
2016-03-08,1630.0,Harbor,28,M,W,F,possession marijuana for sale,33.7321,-118.295,0,0,4,8
2016-03-09,1430.0,Topanga,33,M,W,F,possession marijuana for sale,34.2239,-118.6017,0,1,1,3
2016-03-11,1945.0,Newton,19,M,B,F,possession marijuana for sale,33.9948,-118.2478,1,4,3,13
2016-03-07,140.0,Olympic,30,M,H,F,possession marijuana for sale,34.0618,-118.2916,2,8,10,25
2016-03-11,1830.0,Southeast,21,M,H,F,transport/sell/furnish/etc marijuana,33.9481,-118.2434,0,1,5,18
2016-03-10,700.0,Pacific,42,M,W,F,transport/sell/furnish/etc marijuana,33.9976,-118.46700000000001,5,8,2,4
2016-03-09,1430.0,Topanga,28,M,H,F,possession marijuana for sale,34.2239,-118.6017,0,1,1,3
2016-03-09,2225.0,77th Street,29,M,B,F,transport/sell/furnish/etc marijuana,33.9996,-118.2915,1,2,6,15
2016-03-09,1430.0,Topanga,31,M,W,F,possession marijuana for sale,34.2239,-118.6017,0,1,1,3
2016-03-08,1630.0,Harbor,49,M,H,F,possession marijuana for sale,33.7321,-118.295,0,0,4,8
2016-03-10,1730.0,Van Nuys,24,F,H,F,possession marijuana for sale,34.1505,-118.4458,4,4,0,1
2016-03-10,520.0,Southeast,36,F,H,F,possession marijuana for sale,33.9392,-118.2781,0,2,3,14
2016-03-09,1615.0,Central,47,M,B,F,possession marijuana for sale,34.0388,-118.2717,1,10,4,16
2016-03-06,1610.0,Southwest,30,M,B,F,possession marijuana for sale,34.0145,-118.29799999999999,0,0,2,17
2016-03-09,1615.0,Central,23,M,B,F,possession marijuana for sale,34.0388,-118.2717,1,10,4,16
2016-03-09,1430.0,Topanga,23,F,W,F,possession marijuana for sale,34.2239,-118.6017,0,1,1,3
2016-11-06,200.0,Central,48,M,B,F,possession marijuana for sale,34.048,-118.2577,5,19,2,13
2016-03-09,1635.0,77th Street,17,M,H,F,transport/sell/furnish/etc marijuana,33.9941,-118.2915,1,3,3,12
2016-03-09,1230.0,Hollywood,71,M,W,F,transport/sell/furnish/etc marijuana,34.1016,-118.3414,1,15,2,4
2016-03-09,1430.0,Topanga,23,M,H,F,possession marijuana for sale,34.2239,-118.6017,0,1,1,3
2016-03-09,1430.0,Topanga,54,M,W,F,possession marijuana for sale,34.2239,-118.6017,0,1,1,3
2016-03-10,1100.0,Mission,25,M,H,F,transport/sell/furnish/etc marijuana,34.2215,-118.4516,0,3,4,11
2016-03-10,1620.0,Van Nuys,21,M,H,F,possession marijuana for sale,34.1505,-118.4458,4,4,0,1
2016-03-09,1630.0,77th Street,51,M,B,F,transport/sell/furnish/etc marijuana,33.9746,-118.3003,0,2,1,8
2016-03-10,2140.0,Wilshire,41,M,B,F,transport/sell/furnish/etc marijuana,34.0447,-118.3552,3,9,2,7
2016-03-06,1515.0,Van Nuys,30,M,O,F,transport/sell/furnish/etc marijuana,34.1939,-118.4455,0,1,4,9
2016-03-08,1630.0,Harbor,21,M,H,F,possession marijuana for sale,33.7321,-118.295,0,0,4,8
2016-03-10,2110.0,Pacific,21,M,H,F,possession marijuana for sale,34.0002,-118.4242,1,2,2,9
2016-03-09,1635.0,77th Street,18,M,H,F,transport/sell/furnish/etc marijuana,33.9941,-118.2915,1,3,3,12
2016-03-08,1630.0,Harbor,42,M,H,F,unlawfully plant/cultivate/etc marijuana,33.7321,-118.295,0,0,4,8
2016-03-10,2240.0,Van Nuys,21,M,H,M,poss of more than 28.5 grams of marijuana,34.1976,-118.4356,0,0,2,7
2016-03-07,2245.0,Van Nuys,21,F,W,F,possession marijuana for sale,34.2085,-118.4687,2,2,0,4
2016-03-11,1835.0,Pacific,64,M,B,F,possession marijuana for sale,33.9928,-118.4697,4,6,2,5
2016-03-08,1705.0,Hollywood,28,M,B,F,transport/sell/furnish/etc marijuana,34.1039,-118.3311,8,9,1,3
2016-03-09,1610.0,Central,42,M,B,F,possession marijuana for sale,34.0388,-118.2717,1,10,4,16
2016-03-08,1630.0,Harbor,22,M,H,F,possession marijuana for sale,33.7321,-118.295,0,0,4,8
2016-03-09,1430.0,Topanga,45,M,W,F,possession marijuana for sale,34.2239,-118.6017,0,1,1,3
2016-03-17,1930.0,Southwest,37,M,B,F,transport/sell/furnish/etc marijuana,34.0326,-118.335,0,1,2,11
2016-03-16,2310.0,N Hollywood,44,M,O,F,unlawfully plant/cultivate/etc marijuana,34.194,-118.37899999999999,2,5,1,4
2016-03-16,2115.0,Central,28,M,W,F,possession marijuana for sale,34.0542,-118.2566,1,14,6,18
2016-03-16,2310.0,N Hollywood,30,M,O,F,unlawfully plant/cultivate/etc marijuana,34.194,-118.37899999999999,2,5,1,4
2016-03-15,1310.0,Devonshire,41,M,H,F,possession marijuana for sale,34.2651,-118.58200000000001,0,0,1,4
2016-03-16,2310.0,N Hollywood,32,M,O,F,unlawfully plant/cultivate/etc marijuana,34.194,-118.37899999999999,2,5,1,4
2016-03-16,1820.0,Southeast,20,M,H,F,transport/sell/furnish/etc marijuana,33.9363,-118.2426,0,0,5,14
2016-03-17,1010.0,Foothill,22,M,H,F,possession marijuana for sale,34.2345,-118.3886,1,1,3,3
2016-03-16,1600.0,Southwest,22,M,B,F,possession marijuana for sale,34.0043,-118.3306,0,1,2,13
2016-03-16,1550.0,Van Nuys,35,M,B,F,transport/sell/furnish/etc marijuana,34.181,-118.4487,1,2,0,7
2016-03-17,1945.0,Hollywood,29,M,B,M,poss of more than 28.5 grams of marijuana,34.1016,-118.3348,8,12,2,5
2016-03-15,1310.0,Devonshire,22,M,H,F,possession marijuana for sale,34.2651,-118.58200000000001,0,0,1,4
2016-03-16,1820.0,Southeast,24,M,H,F,transport/sell/furnish/etc marijuana,33.9363,-118.2426,0,0,5,14
2016-03-13,1715.0,Central,23,M,H,F,transport/sell/furnish/etc marijuana,34.0544,-118.2466,3,16,2,10
2016-03-16,2310.0,N Hollywood,36,M,O,F,unlawfully plant/cultivate/etc marijuana,34.194,-118.37899999999999,2,5,1,4
2016-03-16,1820.0,Southeast,23,M,H,F,transport/sell/furnish/etc marijuana,33.9363,-118.2426,0,0,5,14
2016-03-18,5.0,Hollywood,22,M,O,F,possession marijuana for sale,34.0863,-118.3222,1,8,3,8
2016-03-23,1830.0,Pacific,21,M,W,F,transport/sell/furnish/etc marijuana,33.9872,-118.4732,3,4,1,3
2016-03-18,1850.0,Southeast,23,F,B,F,possession marijuana for sale,33.9555,-118.2782,1,2,4,16
2016-03-18,440.0,Topanga,28,M,W,F,transport/etc marijuana,34.2143,-118.5666,0,0,2,8
2016-03-23,1520.0,Pacific,45,M,W,F,transport/sell/furnish/etc marijuana,33.9947,-118.4805,1,7,0,2
2016-03-19,2220.0,Hollywood,18,M,B,F,transport/sell/furnish/etc marijuana,34.0998,-118.3211,5,8,5,9
2016-03-23,1520.0,Pacific,49,M,B,F,transport/sell/furnish/etc marijuana,33.9953,-118.48100000000001,1,7,0,1
2016-03-22,1840.0,Northeast,24,M,H,F,transport/sell/furnish/etc marijuana,34.1154,-118.2031,0,1,6,9
2016-03-20,1700.0,Pacific,25,M,B,F,possession marijuana for sale,33.9918,-118.4791,2,7,1,2
2016-03-23,1715.0,Pacific,38,M,W,F,transport/sell/furnish/etc marijuana,33.9858,-118.4722,3,4,1,3
2016-03-21,1835.0,Newton,31,M,B,F,transport/sell/furnish/etc marijuana,34.0253,-118.2381,9,13,0,6
2016-03-21,650.0,N Hollywood,38,M,W,F,possession marijuana for sale,34.1504,-118.3877,1,4,1,3
2016-03-23,1830.0,Pacific,19,M,W,F,transport/sell/furnish/etc marijuana,33.9874,-118.4728,3,5,1,4
2016-03-22,1650.0,Northeast,51,M,W,F,transport/sell/furnish/etc marijuana,34.1154,-118.2031,0,1,6,9
2016-03-22,1125.0,Northeast,14,M,H,I,possess 28.5 grams or less of marijuana,34.0874,-118.2177,1,3,3,7
2016-03-30,1530.0,Central,30,M,H,F,possession marijuana for sale,34.0387,-118.2519,6,21,2,7
2016-03-29,1050.0,Newton,21,M,H,F,transport/sell/furnish/etc marijuana,33.9907,-118.2411,2,4,3,16
2016-03-24,2120.0,Foothill,36,M,H,M,give/transport/etc < 28.5 grams marijuana,34.2748,-118.4174,0,0,2,10
2016-03-30,700.0,West Valley,23,M,O,F,transport/sell/furnish/etc marijuana,34.2139,-118.4793,0,2,1,1
2016-03-30,1825.0,Foothill,26,M,H,F,possession marijuana for sale,34.2314,-118.3973,0,1,3,6
2016-03-30,635.0,N Hollywood,57,M,O,F,possession marijuana for sale,34.1849,-118.3834,1,5,2,6
2016-03-24,1600.0,Harbor,20,M,W,F,possession marijuana for sale,33.7739,-118.2678,0,0,2,4
2016-03-28,100.0,Northeast,40,M,O,F,possession marijuana for sale,34.1227,-118.2233,0,1,2,3
2016-03-30,1430.0,Pacific,37,M,W,F,transport/sell/furnish/etc marijuana,33.9906,-118.4769,1,6,1,2
2016-03-30,1430.0,Pacific,24,M,W,F,transport/sell/furnish/etc marijuana,33.9926,-118.4787,2,7,1,2
2016-03-30,700.0,West Valley,27,M,W,F,transport/sell/furnish/etc marijuana,34.2139,-118.4793,0,2,1,1
2016-03-24,1600.0,Harbor,22,F,H,F,possession marijuana for sale,33.7739,-118.2678,0,0,2,4
2016-03-24,1600.0,Harbor,20,F,H,F,possession marijuana for sale,33.7749,-118.2764,0,0,1,4
2016-03-25,1640.0,Southeast,27,M,B,F,possession marijuana for sale,33.9297,-118.2335,0,0,2,8
2016-03-24,1600.0,Harbor,25,F,H,F,possession marijuana for sale,33.7749,-118.2764,0,0,1,4
2016-03-25,1850.0,Pacific,21,M,H,F,possession marijuana for sale,33.9956,-118.4722,5,7,1,3
2016-03-25,1910.0,Wilshire,22,M,B,F,possession marijuana for sale,34.0346,-118.3631,1,6,1,8
2016-03-24,1815.0,Devonshire,42,M,B,F,possession marijuana for sale,34.2318,-118.5885,0,2,0,2
2016-03-24,2200.0,Southwest,31,M,B,F,transport/sell/furnish/etc marijuana,34.0146,-118.31299999999999,1,1,6,11
2016-03-24,1505.0,Pacific,55,M,B,F,transport/sell/furnish/etc marijuana,33.9976,-118.46700000000001,5,8,2,4
2016-03-25,1850.0,Pacific,27,M,B,F,possession marijuana for sale,33.9956,-118.4722,5,7,1,3
2016-03-30,1555.0,Pacific,56,M,B,F,transport/sell/furnish/etc marijuana,33.9875,-118.4741,3,4,1,3
2016-04-05,1910.0,Olympic,28,M,B,F,possession marijuana for sale,34.0454,-118.3145,1,4,2,12
2016-04-05,1940.0,West LA,23,M,H,F,transport/sell/furnish/etc marijuana,34.0477,-118.448,0,8,1,4
2016-04-04,1900.0,Southwest,35,M,B,F,transport/sell/furnish/etc marijuana,34.0109,-118.2915,0,3,3,13
2016-04-04,1300.0,Pacific,41,M,W,F,transport/sell/furnish/etc marijuana,33.9449,-118.4059,0,1,0,0
2016-03-31,1230.0,Van Nuys,24,M,O,F,possession marijuana for sale,34.1576,-118.4659,1,2,2,4
2016-03-31,1715.0,Foothill,34,M,O,F,possession marijuana for sale,34.2516,-118.2816,2,2,1,2
2016-04-03,1840.0,Central,28,F,B,I,possess 28.5 grams or less of marijuana,34.0446,-118.245,8,18,0,5
2016-04-02,130.0,Mission,27,M,H,F,possession marijuana for sale,34.2427,-118.4702,0,0,2,13
2016-04-01,2130.0,Southeast,24,M,H,F,transport/sell/furnish/etc marijuana,33.9303,-118.2487,0,0,3,13
2016-04-02,1615.0,77th Street,47,M,B,F,possession marijuana for sale,33.9468,-118.309,1,1,2,12
2016-03-31,1615.0,Harbor,23,M,B,M,poss of more than 28.5 grams of marijuana,33.7978,-118.2992,0,0,3,6
2016-03-31,2030.0,Hollywood,20,M,B,F,transport/sell/furnish/etc marijuana,34.1016,-118.3387,1,15,2,4
2016-04-05,915.0,Northeast,45,M,H,F,transport/sell/furnish/etc marijuana,34.0954,-118.2417,0,0,1,7
2016-04-02,1410.0,Pacific,22,M,H,F,possession marijuana for sale,33.9924,-118.4105,0,1,3,6
2016-04-05,1130.0,Rampart,39,M,W,F,transport/sell/furnish/etc marijuana,34.0873,-118.296,0,6,3,11
2016-03-31,1230.0,N Hollywood,56,M,O,F,possession marijuana for sale,34.1876,-118.4072,0,0,1,8
2016-03-31,1750.0,Foothill,29,F,O,F,possession marijuana for sale,34.2791,-118.3883,0,0,3,5
2016-04-05,1600.0,Foothill,49,M,W,F,transport/sell/furnish/etc marijuana,34.2619,-118.3196,0,0,1,2
2016-04-07,1100.0,Central,42,M,H,F,transport/sell/furnish/etc marijuana,34.0491,-118.2558,5,19,2,12
2016-04-08,2030.0,Harbor,26,M,O,F,transport/sell/furnish/etc marijuana,33.7433,-118.2945,0,0,3,9
2016-04-06,1100.0,Pacific,23,M,H,F,possession marijuana for sale,33.9599,-118.3805,0,2,0,3
2016-04-06,1930.0,West LA,35,M,W,F,transport/sell/furnish/etc marijuana,34.0477,-118.448,0,8,1,4
2016-04-11,1645.0,Newton,19,M,H,F,possession marijuana for sale,34.012,-118.2653,0,6,9,21
2016-04-06,1100.0,Pacific,23,F,B,F,possession marijuana for sale,33.9599,-118.3805,0,2,0,3
2016-04-06,1450.0,Wilshire,42,M,B,F,transport/sell/furnish/etc marijuana,34.05,-118.3717,2,3,2,4
2016-04-07,1100.0,Central,46,M,H,F,transport/sell/furnish/etc marijuana,34.0491,-118.2558,5,19,2,12
2016-04-06,1345.0,Rampart,34,M,H,F,possession marijuana for sale,34.0596,-118.2749,2,4,9,31
2016-04-06,1100.0,Pacific,48,M,O,F,possession marijuana for sale,33.9599,-118.3805,0,2,0,3
2016-04-10,900.0,West LA,51,M,B,M,poss of more than 28.5 grams of marijuana,34.0391,-118.4397,3,9,0,5
2016-04-06,1100.0,Pacific,20,M,H,F,possession marijuana for sale,33.9599,-118.3805,0,2,0,3
2016-04-08,1045.0,Van Nuys,22,M,H,M,poss of more than 28.5 grams of marijuana,34.1827,-118.4465,1,2,2,8
2016-04-08,1045.0,Northeast,16,M,H,F,possession marijuana for sale,34.1152,-118.1991,0,1,5,11
2016-04-10,1600.0,Pacific,20,M,H,F,possession marijuana for sale,34.0037,-118.4335,1,2,2,8
2016-04-11,1645.0,Newton,20,M,H,F,possession marijuana for sale,34.012,-118.2653,0,6,9,21
2016-04-05,2130.0,Southwest,52,M,B,F,possession marijuana for sale,34.0132,-118.2945,0,3,3,17
2016-04-10,725.0,77th Street,24,M,B,M,give/transport/etc < 28.5 grams marijuana,33.997,-118.3089,0,3,3,13
2016-04-16,2220.0,Newton,17,M,H,F,possession marijuana for sale,33.9966,-118.2652,0,3,7,16
2016-04-13,250.0,West Valley,29,M,W,F,possession marijuana for sale,34.1866,-118.536,0,0,2,7
2016-04-13,1430.0,West LA,25,M,O,F,possession marijuana for sale,34.0507,-118.4345,5,10,2,4
2017-03-16,955.0,Central,19,M,H,M,possess 28.5 grams or less of marijuana,34.0449,-118.2458,9,19,0,5
2016-04-13,1155.0,Southeast,32,M,B,F,transport/sell/furnish/etc marijuana,33.9433,-118.2462,0,0,5,18
2016-04-14,1900.0,Van Nuys,30,M,W,F,unlawfully plant/cultivate/etc marijuana,34.1827,-118.4465,1,2,2,8
2016-04-13,1430.0,West LA,25,F,H,F,possession marijuana for sale,34.0507,-118.4345,5,10,2,4
2016-04-14,1420.0,Pacific,56,M,B,F,possession marijuana for sale,33.9843,-118.4643,2,4,1,5
2016-04-14,1830.0,Van Nuys,28,M,W,F,unlawfully plant/cultivate/etc marijuana,34.1827,-118.4465,1,2,2,8
2016-04-14,1315.0,Van Nuys,31,F,H,F,unlawfully plant/cultivate/etc marijuana,34.2103,-118.4629,2,2,2,9
2016-04-16,2140.0,Pacific,20,M,H,F,transport/sell/furnish/etc marijuana,33.9455,-118.3785,0,0,1,1
2016-04-14,615.0,Northeast,49,M,W,F,unlawfully plant/cultivate/etc marijuana,34.13,-118.1896,0,0,2,9
2016-04-13,1430.0,West LA,32,M,W,F,possession marijuana for sale,34.0507,-118.4345,5,10,2,4
2016-04-14,945.0,Van Nuys,28,M,H,F,transport/sell/furnish/etc marijuana,34.1847,-118.4487,1,2,4,7
2016-04-13,1430.0,West LA,23,F,H,F,possession marijuana for sale,34.0507,-118.4345,5,10,2,4
2016-04-14,1215.0,Harbor,50,M,W,F,possession marijuana for sale,33.7369,-118.2804,0,0,2,6
2016-04-22,1820.0,Southeast,33,M,B,F,possession marijuana for sale,33.9297,-118.2335,0,0,2,8
2016-04-22,1100.0,Harbor,15,M,H,F,possession marijuana for sale,33.7234,-118.29899999999999,0,0,3,8
2016-04-20,1620.0,Northeast,20,M,H,F,possession marijuana for sale,34.1032,-118.22399999999999,0,0,1,4
2016-04-22,1130.0,Van Nuys,63,M,O,F,unlawfully plant/cultivate/etc marijuana,34.1903,-118.4574,0,2,3,9
2016-04-20,1700.0,Harbor,21,F,H,F,possession marijuana for sale,33.7406,-118.2923,0,0,3,9
2016-04-20,2220.0,Foothill,21,M,H,F,transport/sell/furnish/etc marijuana,34.2627,-118.4347,0,0,1,5
2016-04-20,1800.0,West LA,22,M,B,F,transport/sell/furnish/etc marijuana,34.0487,-118.3846,0,0,1,4
2016-04-20,1640.0,Newton,32,M,B,F,possession marijuana for sale,33.9981,-118.2697,0,3,5,18
2016-04-21,1330.0,Pacific,51,F,O,F,possession marijuana for sale,33.942,-118.4095,0,0,0,0
2016-04-18,1140.0,Northeast,18,M,H,F,possession marijuana for sale,34.1167,-118.2015,0,1,5,9
2016-04-18,1505.0,Central,30,M,B,F,possession marijuana for sale,34.0428,-118.2461,11,20,1,6
2016-04-21,1935.0,77th Street,42,M,B,F,transport/sell/furnish/etc marijuana,33.9807,-118.3265,1,8,3,12
2016-04-20,1930.0,Hollywood,43,M,W,F,transport/sell/furnish/etc marijuana,34.0908,-118.3179,0,11,5,9
2016-04-20,2220.0,Foothill,27,M,H,F,possession marijuana for sale,34.2636,-118.44,0,0,2,6
2016-04-21,2315.0,Southwest,27,M,B,F,possession marijuana for sale,34.0023,-118.3311,0,2,2,12
2016-04-22,1455.0,Hollywood,22,M,B,F,possession marijuana for sale,34.1006,-118.3417,2,15,2,4
2016-04-20,1530.0,Foothill,22,M,H,F,transport/sell/furnish/etc marijuana,34.2785,-118.4051,0,0,3,8
2016-04-20,1800.0,West LA,56,M,B,F,transport/sell/furnish/etc marijuana,34.0487,-118.3846,0,0,1,4
2016-04-22,1100.0,N Hollywood,37,M,B,F,transport/sell/furnish/etc marijuana,34.1673,-118.3816,2,6,3,7
2016-04-21,30.0,Newton,20,M,H,F,possession marijuana for sale,33.996,-118.2521,1,2,3,16
2016-04-18,625.0,Pacific,52,M,B,F,transport/sell/furnish/etc marijuana,33.9433,-118.4072,0,0,0,0
2016-04-22,1245.0,Pacific,30,M,H,F,possession marijuana for sale,33.944,-118.4073,0,1,0,0
2016-04-20,1830.0,Southeast,19,M,B,F,transport/sell/furnish/etc marijuana,33.9311,-118.2479,0,0,3,13
2016-04-20,1700.0,Harbor,32,M,H,F,possession marijuana for sale,33.7406,-118.2923,0,0,3,9
2016-04-20,1930.0,Hollywood,24,M,W,F,transport/sell/furnish/etc marijuana,34.0908,-118.3179,0,11,5,9
2016-04-19,45.0,Rampart,40,M,B,I,possess 28.5 grams or less of marijuana,34.0584,-118.281,2,5,9,31
2016-04-28,2100.0,Hollywood,30,M,B,F,transport/sell/furnish/etc marijuana,34.0998,-118.3282,7,9,1,10
2016-04-28,240.0,77th Street,25,M,B,F,possession marijuana for sale,33.9708,-118.2783,0,2,2,13
2016-04-28,2100.0,Hollywood,23,M,O,F,transport/sell/furnish/etc marijuana,34.0998,-118.3282,7,9,1,10
2016-04-28,1750.0,77th Street,19,M,H,F,transport/sell/furnish/etc marijuana,33.9852,-118.3463,1,3,1,4
2016-04-26,1230.0,Southeast,36,M,H,F,possession marijuana for sale,33.9572,-118.2695,1,2,4,16
2016-04-27,1430.0,Pacific,34,M,H,F,transport/sell/furnish/etc marijuana,33.9913,-118.4775,2,7,1,2
2016-04-28,2100.0,Mission,41,M,H,F,transport/sell/furnish/etc marijuana,34.2319,-118.4676,0,0,3,14
2016-04-27,1430.0,Pacific,51,M,B,F,transport/sell/furnish/etc marijuana,33.9933,-118.4765,2,7,1,3
2016-04-23,1435.0,Southeast,49,M,B,F,possession marijuana for sale,33.944,-118.2367,0,0,4,16
